lga_code,lga_name,ward_code,ward_name,polling_unit_code,polling_unit_name,address,registered_voters,lga_description,ward_description
1,Ajingi,1,Ajingi,01-01-001,"DUGWAL, NEAR WARD HEAD HOUSE I","Ajingi, Ajingi, Kano",0,,
1,Ajingi,1,Ajingi,01-01-002,"DUGWAL, NEAR WARD HEAD HOUSE II","Ajingi, Ajingi, Kano",0,,
1,Ajingi,1,Ajingi,01-01-003,"KUMAWA BORI, NEAR, W/H HOUSE","Ajingi, Ajingi, Kano",0,,
1,Ajingi,1,Ajingi,01-01-004,"MALIKAWA/ZARAWA, AJINGI YAMMA PS I","Ajingi, Ajingi, Kano",0,,
1,Ajingi,1,Ajingi,01-01-005,"MALIKAWA/ZARAWA, AJINGI YAMMA PS II","Ajingi, Ajingi, Kano",0,,
1,Ajingi,1,Ajingi,01-01-006,"MARAYAR SOBA, GIDAN MALAM","Ajingi, Ajingi, Kano",0,,
1,Ajingi,1,Ajingi,01-01-007,"S/G/MALIKAWA, AJINGI YAMMA PS I","Ajingi, Ajingi, Kano",0,,
1,Ajingi,1,Ajingi,01-01-008,"S/G/MALIKAWA, AJINGI YAMMA PS II","Ajingi, Ajingi, Kano",0,,
1,Ajingi,1,Ajingi,01-01-009,"S/G DUGWAL, AJINGI YAMMA PS I","Ajingi, Ajingi, Kano",0,,
1,Ajingi,1,Ajingi,01-01-010,"S/G DUGWAL, AJINGI YAMMA PS II","Ajingi, Ajingi, Kano",0,,
1,Ajingi,1,Ajingi,01-01-011,"S/G SAKALAWA, AJINGI YAMMA PS III","Ajingi, Ajingi, Kano",0,,
1,Ajingi,1,Ajingi,01-01-012,SAKALAWA C/GARI SAGALAWA P.S.,"Ajingi, Ajingi, Kano",0,,
1,Ajingi,1,Ajingi,01-01-013,"UNG/AREWA, AJINGI LIBRARY I","Ajingi, Ajingi, Kano",0,,
1,Ajingi,1,Ajingi,01-01-014,"UNG/AREWA, AJINGI LIBRARY II","Ajingi, Ajingi, Kano",0,,
1,Ajingi,1,Ajingi,01-01-015,"UNG/AREWA, AJINGI LIBRARY III","Ajingi, Ajingi, Kano",0,,
1,Ajingi,1,Ajingi,01-01-016,"UNG/KUDU, AJINGI SP. S I","Ajingi, Ajingi, Kano",0,,
1,Ajingi,1,Ajingi,01-01-017,"UNG/KUDU, AJINGI SP. S II","Ajingi, Ajingi, Kano",0,,
1,Ajingi,1,Ajingi,01-01-018,"UNG/KUDU, AJINGI SP. S III","Ajingi, Ajingi, Kano",0,,
1,Ajingi,1,Ajingi,01-01-019,"UNG BORI, AJINGI DISPERSARY I","Ajingi, Ajingi, Kano",0,,
1,Ajingi,1,Ajingi,01-01-020,"UNG BORI, AJINGI DISPERSARY II","Ajingi, Ajingi, Kano",0,,
1,Ajingi,2,Balare,01-02-001,"ANCHACHA/KAUDAI, KAUDAI ROAD SIDE - (ROAD)","Balare, Ajingi, Kano",0,,
1,Ajingi,2,Balare,01-02-002,"BALARE GABAS, BALARE P. S. I","Balare, Ajingi, Kano",0,,
1,Ajingi,2,Balare,01-02-003,"BALARE GABAS, BALARE P. S. II","Balare, Ajingi, Kano",0,,
1,Ajingi,2,Balare,01-02-004,"BALARE GABAS, BALARE P. S. III","Balare, Ajingi, Kano",0,,
1,Ajingi,2,Balare,01-02-005,"BALARE YAMMA, BALARE P. S.","Balare, Ajingi, Kano",0,,
1,Ajingi,2,Balare,01-02-006,"CHIROMAWA, TSAMIYAR GAWO","Balare, Ajingi, Kano",0,,
1,Ajingi,2,Balare,01-02-007,"FULATAN C/GARI, FULANTAN PS","Balare, Ajingi, Kano",0,,
1,Ajingi,2,Balare,01-02-008,"FULANTAN GABAS, FULATAN CLINIC","Balare, Ajingi, Kano",0,,
1,Ajingi,2,Balare,01-02-009,"GYA DAWA/LABUJAN, LABUJAN PS.","Balare, Ajingi, Kano",0,,
1,Ajingi,2,Balare,01-02-010,"KAURA, TSAMIYAR,UBA","Balare, Ajingi, Kano",0,,
1,Ajingi,2,Balare,01-02-011,"SHADAKAJI/GARWA, SHADAKAJI PS","Balare, Ajingi, Kano",0,,
1,Ajingi,2,Balare,01-02-012,TSE BURAWA GABAS/YAMMA W/H/ HOUSE,"Balare, Ajingi, Kano",0,,
1,Ajingi,2,Balare,01-02-013,"YANBAKON FULANI, Y/FULANI PS","Balare, Ajingi, Kano",0,,
1,Ajingi,3,Chula,01-03-001,CHULA C/GARI PS I,"Chula, Ajingi, Kano",0,,
1,Ajingi,3,Chula,01-03-002,CHULA C/GARI PS II,"Chula, Ajingi, Kano",0,,
1,Ajingi,3,Chula,01-03-003,CHULA C/GARI PS III,"Chula, Ajingi, Kano",0,,
1,Ajingi,3,Chula,01-03-004,"CHULA K/KAWO/KUDU,VILLAGE H/HOUSE I","Chula, Ajingi, Kano",0,,
1,Ajingi,3,Chula,01-03-005,"CHULA K/KAWO/KUDU,VILLAGE H/HOUSE II","Chula, Ajingi, Kano",0,,
1,Ajingi,3,Chula,01-03-006,"DADDAWA/JIGAWA, NEAR KANKARE","Chula, Ajingi, Kano",0,,
1,Ajingi,3,Chula,01-03-007,"GURJI, NEAR W/H-HOUSE","Chula, Ajingi, Kano",0,,
1,Ajingi,3,Chula,01-03-008,"GUZAWA/YAUTAWA,GUZAWA PS","Chula, Ajingi, Kano",0,,
1,Ajingi,3,Chula,01-03-009,"KAWARI C/GARI, KAWARI P.S. I","Chula, Ajingi, Kano",0,,
1,Ajingi,3,Chula,01-03-010,"KAWARI C/GARI, KAWARI P.S. II","Chula, Ajingi, Kano",0,,
1,Ajingi,3,Chula,01-03-011,"KERA, KERA DISPENSARY","Chula, Ajingi, Kano",0,,
1,Ajingi,3,Chula,01-03-012,"SABARU J/DALI, J/DALI PS","Chula, Ajingi, Kano",0,,
1,Ajingi,3,Chula,01-03-013,"YANKINTA J/BANAGO, YANKINTA PS","Chula, Ajingi, Kano",0,,
1,Ajingi,4,Dabin Kanawa,01-04-001,"DABAWA G/YAMMA, D/K P.S.","Dabin Kanawa, Ajingi, Kano",0,,
1,Ajingi,4,Dabin Kanawa,01-04-002,"FAGAWA GALADIMA, F/G. P.S. I","Dabin Kanawa, Ajingi, Kano",0,,
1,Ajingi,4,Dabin Kanawa,01-04-003,"FAGAWA GALADIMA, F/G. P.S. II","Dabin Kanawa, Ajingi, Kano",0,,
1,Ajingi,4,Dabin Kanawa,01-04-004,"FAGAWA GALADIMA, F/G. P.S. III","Dabin Kanawa, Ajingi, Kano",0,,
1,Ajingi,4,Dabin Kanawa,01-04-005,"FAGAWA KAWARI, F/KAWARI PS.","Dabin Kanawa, Ajingi, Kano",0,,
1,Ajingi,4,Dabin Kanawa,01-04-006,"FAGAWA TUDU, F/TUDU P.S.","Dabin Kanawa, Ajingi, Kano",0,,
1,Ajingi,4,Dabin Kanawa,01-04-007,"MARITA C/GARI, MARITA P.S I","Dabin Kanawa, Ajingi, Kano",0,,
1,Ajingi,4,Dabin Kanawa,01-04-008,"MARITA C/GARI, MARITA P.S II","Dabin Kanawa, Ajingi, Kano",0,,
1,Ajingi,4,Dabin Kanawa,01-04-009,"SAGERA, SAGERA","Dabin Kanawa, Ajingi, Kano",0,,
1,Ajingi,4,Dabin Kanawa,01-04-010,TILIN-TILIN I,"Dabin Kanawa, Ajingi, Kano",0,,
1,Ajingi,4,Dabin Kanawa,01-04-011,TILIN-TILIN II,"Dabin Kanawa, Ajingi, Kano",0,,
1,Ajingi,5,Dundun,01-05-001,"DIGWAL, NEAR W/H/HOUSE","Dundun, Ajingi, Kano",0,,
1,Ajingi,5,Dundun,01-05-002,"DUNDUN C/GARI, DUNDUN P.S I","Dundun, Ajingi, Kano",0,,
1,Ajingi,5,Dundun,01-05-003,"DUNDUN C/GARI, DUNDUN P.S II","Dundun, Ajingi, Kano",0,,
1,Ajingi,5,Dundun,01-05-004,"DUNDUN C/GARI, DUNDUN P.S III","Dundun, Ajingi, Kano",0,,
1,Ajingi,5,Dundun,01-05-005,"KASKO, NEAR W/H HOUSE","Dundun, Ajingi, Kano",0,,
1,Ajingi,5,Dundun,01-05-006,"MAIGANA, MAIGANA P.S.","Dundun, Ajingi, Kano",0,,
1,Ajingi,5,Dundun,01-05-007,"MAGO, NEAR TSAMIYA","Dundun, Ajingi, Kano",0,,
1,Ajingi,5,Dundun,01-05-008,"S/G/DUNDUN, NEAR WAKILI HOUSE I","Dundun, Ajingi, Kano",0,,
1,Ajingi,5,Dundun,01-05-009,"S/G/DUNDUN, NEAR WAKILI HOUSE II","Dundun, Ajingi, Kano",0,,
1,Ajingi,5,Dundun,01-05-010,"SABON GARIN MUMUNIYAL, MUMUNIYAL P.S.","Dundun, Ajingi, Kano",0,,
1,Ajingi,5,Dundun,01-05-011,"UNBUNUSHI/YAMMA/GABIAS,UNB P.S. (GABAS)","Dundun, Ajingi, Kano",0,,
1,Ajingi,5,Dundun,01-05-012,"UNG/GALADIMA,MAIDAWA P.S","Dundun, Ajingi, Kano",0,,
1,Ajingi,5,Dundun,01-05-013,"YANWAWA C/GARI, YAN. P.S.","Dundun, Ajingi, Kano",0,,
1,Ajingi,5,Dundun,01-05-014,"WAILARE ALHAJERI, N V/HEAD","Dundun, Ajingi, Kano",0,,
1,Ajingi,5,Dundun,01-05-015,"WURAWA YAMMA / GABAS, W/H HOUSE","Dundun, Ajingi, Kano",0,,
1,Ajingi,6,Gafasa,01-06-001,"ASAYAYA, NEAR W/H HOUSE","Gafasa, Ajingi, Kano",0,,
1,Ajingi,6,Gafasa,01-06-002,"BURUNBUSU, NEAR W/H HOUSE","Gafasa, Ajingi, Kano",0,,
1,Ajingi,6,Gafasa,01-06-003,DANMALAM PRI .SCH I,"Gafasa, Ajingi, Kano",0,,
1,Ajingi,6,Gafasa,01-06-004,DANMALAM P.S II,"Gafasa, Ajingi, Kano",0,,
1,Ajingi,6,Gafasa,01-06-005,"DANGYALLA/HUMBURAWA, HM P.S - HUMBURAWA","Gafasa, Ajingi, Kano",0,,
1,Ajingi,6,Gafasa,01-06-006,"DARA, NEAR W/H HOUSE","Gafasa, Ajingi, Kano",0,,
1,Ajingi,6,Gafasa,01-06-007,"FALAKAWA, NEAR W/H HOUSE (FALANKAWA) I","Gafasa, Ajingi, Kano",0,,
1,Ajingi,6,Gafasa,01-06-008,"FALAKAWA, NEAR W/H HOUSE(FALANKAWA) II","Gafasa, Ajingi, Kano",0,,
1,Ajingi,6,Gafasa,01-06-009,"GAFASA WALAWA, NEAR MAIN RAOD","Gafasa, Ajingi, Kano",0,,
1,Ajingi,6,Gafasa,01-06-010,"GAFASA WALAWA, NEAR MAIN RAOD","Gafasa, Ajingi, Kano",0,,
1,Ajingi,6,Gafasa,01-06-011,"JIYAYYA/HUMBUNARE,JIYAYYA P.S","Gafasa, Ajingi, Kano",0,,
1,Ajingi,6,Gafasa,01-06-012,KEBBERI/UNG. ALH. UNG. ALH.,"Gafasa, Ajingi, Kano",0,,
1,Ajingi,6,Gafasa,01-06-013,"KWAIDO T/BAREYI, NEAR W/H HOUSE","Gafasa, Ajingi, Kano",0,,
1,Ajingi,6,Gafasa,01-06-014,"MAIMOLO, MAIMOLO P.S","Gafasa, Ajingi, Kano",0,,
1,Ajingi,6,Gafasa,01-06-015,MALAWA/ 'YAN TENGEL- MALAWA P.S,"Gafasa, Ajingi, Kano",0,,
1,Ajingi,6,Gafasa,01-06-016,"TSARAMBAI, TSARAMBAI P.S","Gafasa, Ajingi, Kano",0,,
1,Ajingi,6,Gafasa,01-06-017,"TURAJI R/LUDAYI,NEAR W/HOUSE","Gafasa, Ajingi, Kano",0,,
1,Ajingi,6,Gafasa,01-06-018,"YAFAI, NEAR W/H HOUSE","Gafasa, Ajingi, Kano",0,,
1,Ajingi,7,Gurduba,01-07-001,DABAWA Y/UNG. D/NEAR W/H HOUSE,"Gurduba, Ajingi, Kano",0,,
1,Ajingi,7,Gurduba,01-07-002,"GURDUBA G/GONA, GURDUBA P. S I","Gurduba, Ajingi, Kano",0,,
1,Ajingi,7,Gurduba,01-07-003,"GURDUBA G/GONA, GURDUBA P. S II","Gurduba, Ajingi, Kano",0,,
1,Ajingi,7,Gurduba,01-07-004,"GULYA/AGALAWA, GULYA P.S","Gurduba, Ajingi, Kano",0,,
1,Ajingi,7,Gurduba,01-07-005,"GURJIYA,GURJIYA P.S","Gurduba, Ajingi, Kano",0,,
1,Ajingi,7,Gurduba,01-07-006,GULYA C/GARI P.S I,"Gurduba, Ajingi, Kano",0,,
1,Ajingi,7,Gurduba,01-07-007,GULYA C/GARI P.S II,"Gurduba, Ajingi, Kano",0,,
1,Ajingi,7,Gurduba,01-07-008,GULYA C/GARI P.S III,"Gurduba, Ajingi, Kano",0,,
1,Ajingi,7,Gurduba,01-07-009,"KALAWA, NEAR W/H HOUSE","Gurduba, Ajingi, Kano",0,,
1,Ajingi,7,Gurduba,01-07-010,"KULLUMI/WAILARE, KULUMI PS","Gurduba, Ajingi, Kano",0,,
1,Ajingi,7,Gurduba,01-07-011,"MALAMAWAR GAWO, MALAMAWA PS","Gurduba, Ajingi, Kano",0,,
1,Ajingi,7,Gurduba,01-07-012,UNG/YAMMA/KYAURAWA WARD HOUSE,"Gurduba, Ajingi, Kano",0,,
1,Ajingi,7,Gurduba,01-07-013,"YADAGAMMO, NEAR W/H HOUSE","Gurduba, Ajingi, Kano",0,,
1,Ajingi,8,Kunkurawa,01-08-001,"GUNKI, GUNKI P.S","Kunkurawa, Ajingi, Kano",0,,
1,Ajingi,8,Kunkurawa,01-08-002,KARA KAN IYAKA P.S,"Kunkurawa, Ajingi, Kano",0,,
1,Ajingi,8,Kunkurawa,01-08-003,"KARA MAKAMA, KARA PS. I","Kunkurawa, Ajingi, Kano",0,,
1,Ajingi,8,Kunkurawa,01-08-004,"KARA MAKAMA, KARA PS. II","Kunkurawa, Ajingi, Kano",0,,
1,Ajingi,8,Kunkurawa,01-08-005,"KARA MAKAMA, KARA PS. III","Kunkurawa, Ajingi, Kano",0,,
1,Ajingi,8,Kunkurawa,01-08-006,"KARA MAKAMA, DISPENSARY I","Kunkurawa, Ajingi, Kano",0,,
1,Ajingi,8,Kunkurawa,01-08-007,"KARA MAKAMA, DISPENSARY II","Kunkurawa, Ajingi, Kano",0,,
1,Ajingi,8,Kunkurawa,01-08-008,"KARA MAKAMA, DISPENSARY III","Kunkurawa, Ajingi, Kano",0,,
1,Ajingi,8,Kunkurawa,01-08-009,"KUNKURAWA/MAKERA, KUNKURAWA P.S I","Kunkurawa, Ajingi, Kano",0,,
1,Ajingi,8,Kunkurawa,01-08-010,"KUNKURAWA/MAKERA, KUNKURAWA P.S II","Kunkurawa, Ajingi, Kano",0,,
1,Ajingi,8,Kunkurawa,01-08-011,"KUNKURAWA KANIYAKA, K/GABAS P.S","Kunkurawa, Ajingi, Kano",0,,
1,Ajingi,8,Kunkurawa,01-08-012,"KIRORO, KIRORO P.S","Kunkurawa, Ajingi, Kano",0,,
1,Ajingi,8,Kunkurawa,01-08-013,"MAKARYA, MAKARYA P.S I","Kunkurawa, Ajingi, Kano",0,,
1,Ajingi,8,Kunkurawa,01-08-014,"MAKARYA, MAKARYA P.S II","Kunkurawa, Ajingi, Kano",0,,
1,Ajingi,8,Kunkurawa,01-08-015,"MABUGA ASAYAYA, MABUGA P.S I","Kunkurawa, Ajingi, Kano",0,,
1,Ajingi,8,Kunkurawa,01-08-016,"MABUGA ASAYAYA, MABUGA P.S II","Kunkurawa, Ajingi, Kano",0,,
1,Ajingi,8,Kunkurawa,01-08-017,"MABUGA ASAYAYA, MABUGA P.S III","Kunkurawa, Ajingi, Kano",0,,
1,Ajingi,8,Kunkurawa,01-08-018,"MABUGA ASAYAYA, MABUGA P.S IV","Kunkurawa, Ajingi, Kano",0,,
1,Ajingi,8,Kunkurawa,01-08-019,"TSAFAU, NEAR WAKILI HOUSE","Kunkurawa, Ajingi, Kano",0,,
1,Ajingi,8,Kunkurawa,01-08-020,"TSAME/SUKUMA, NEAR W/H","Kunkurawa, Ajingi, Kano",0,,
1,Ajingi,9,Toranke,01-09-001,"BIYAMISU, BIYAMISU P.S I","Toranke, Ajingi, Kano",0,,
1,Ajingi,9,Toranke,01-09-002,"BIYAMISU, BIYAMISU P.S II","Toranke, Ajingi, Kano",0,,
1,Ajingi,9,Toranke,01-09-003,"BURTU/ILLORI,NEAR WARD H/HOUSE I","Toranke, Ajingi, Kano",0,,
1,Ajingi,9,Toranke,01-09-004,"BURTU/ILLORI,NEAR WARD H/HOUSE II","Toranke, Ajingi, Kano",0,,
1,Ajingi,9,Toranke,01-09-005,"DAGAJI, NEAR WARD HEAD HOUSE","Toranke, Ajingi, Kano",0,,
1,Ajingi,9,Toranke,01-09-006,"GANUWA, GANUWA P. S","Toranke, Ajingi, Kano",0,,
1,Ajingi,9,Toranke,01-09-007,"GANIKE, NEAR WARD HEAD HOUSE","Toranke, Ajingi, Kano",0,,
1,Ajingi,9,Toranke,01-09-008,GUNSU NEAR WARD HEAD HOUSE,"Toranke, Ajingi, Kano",0,,
1,Ajingi,9,Toranke,01-09-009,GIDAN ALHAJI WAKILI HOUSE,"Toranke, Ajingi, Kano",0,,
1,Ajingi,9,Toranke,01-09-010,"JIBIDI/MAKARYA RUFI, JIBIDI P.S","Toranke, Ajingi, Kano",0,,
1,Ajingi,9,Toranke,01-09-011,"KARA DAGAJI, K/DAGAJI P.S","Toranke, Ajingi, Kano",0,,
1,Ajingi,9,Toranke,01-09-012,"KOMAYU GURGUR, GURGUR P.S","Toranke, Ajingi, Kano",0,,
1,Ajingi,9,Toranke,01-09-013,"LARABA ZANGO,TORANKE PS I","Toranke, Ajingi, Kano",0,,
1,Ajingi,9,Toranke,01-09-014,"LARABA ZANGO,TORANKE PS II","Toranke, Ajingi, Kano",0,,
1,Ajingi,9,Toranke,01-09-015,"LARABA ZANGO,TORANKE J.S.S. I","Toranke, Ajingi, Kano",0,,
1,Ajingi,9,Toranke,01-09-016,"LARABA ZANGO,TORANE J.S.S. II","Toranke, Ajingi, Kano",0,,
1,Ajingi,9,Toranke,01-09-017,MALAI/BUYAGI/TORANKAYI M/P.S,"Toranke, Ajingi, Kano",0,,
1,Ajingi,9,Toranke,01-09-018,"NASARAWAR KAWO NI, S/G DOSA P.S I","Toranke, Ajingi, Kano",0,,
1,Ajingi,9,Toranke,01-09-019,"NASARAWAR KAWO NI, S/G DOSA P.S II","Toranke, Ajingi, Kano",0,,
1,Ajingi,9,Toranke,01-09-020,"S/G DOSA, MALAI P.S I","Toranke, Ajingi, Kano",0,,
1,Ajingi,9,Toranke,01-09-021,"S/G DOSA, MALAI P.S II","Toranke, Ajingi, Kano",0,,
1,Ajingi,9,Toranke,01-09-022,"SHARADA, SHARADA P.S","Toranke, Ajingi, Kano",0,,
1,Ajingi,9,Toranke,01-09-023,"TANKI, U/AREWA, TORANKE CLINIC I","Toranke, Ajingi, Kano",0,,
1,Ajingi,9,Toranke,01-09-024,"TANKI, U/AREWA, TORANKE CLINIC II","Toranke, Ajingi, Kano",0,,
1,Ajingi,9,Toranke,01-09-025,"TSOMA GORA, NEAR W/H HOUSE I","Toranke, Ajingi, Kano",0,,
1,Ajingi,9,Toranke,01-09-026,"TSOMA GORA, NEAR W/H HOUSE II","Toranke, Ajingi, Kano",0,,
1,Ajingi,9,Toranke,01-09-027,"TORANKE, TORANKE, NEAR W/H","Toranke, Ajingi, Kano",0,,
1,Ajingi,10,Ungawar Bai,01-10-001,"BADAWA/AGAMAWA, U/BAI P.S","Ungawar Bai, Ajingi, Kano",0,,
1,Ajingi,10,Ungawar Bai,01-10-002,"GAGARAWA/ASAYAYA,GAGARAWA P.S","Ungawar Bai, Ajingi, Kano",0,,
1,Ajingi,10,Ungawar Bai,01-10-003,"KADIRI C/GARI, KADIRI P.S I","Ungawar Bai, Ajingi, Kano",0,,
1,Ajingi,10,Ungawar Bai,01-10-004,"KADIRI C/GARI, KADIRI P.S II","Ungawar Bai, Ajingi, Kano",0,,
1,Ajingi,10,Ungawar Bai,01-10-005,"KADIRI C/GARI, KADIRI P.S III","Ungawar Bai, Ajingi, Kano",0,,
1,Ajingi,10,Ungawar Bai,01-10-006,"KARA KARAMA/BABBA, NEAR W/H/H","Ungawar Bai, Ajingi, Kano",0,,
1,Ajingi,10,Ungawar Bai,01-10-007,"KYAURAWA/DURMAI/JIGAWA, JIGAWA P.S","Ungawar Bai, Ajingi, Kano",0,,
1,Ajingi,10,Ungawar Bai,01-10-008,"MAGO/DAMBAI, MAGO P.S","Ungawar Bai, Ajingi, Kano",0,,
1,Ajingi,10,Ungawar Bai,01-10-009,"NASARAWAR KAROFI, NEAR W/H HOUSE","Ungawar Bai, Ajingi, Kano",0,,
1,Ajingi,10,Ungawar Bai,01-10-010,UNG. BAI UNG BAI P.S I,"Ungawar Bai, Ajingi, Kano",0,,
1,Ajingi,10,Ungawar Bai,01-10-011,UNG. BAI UNG BAI P.S II,"Ungawar Bai, Ajingi, Kano",0,,
1,Ajingi,10,Ungawar Bai,01-10-012,UNG. BAI UNG BAI P.S III,"Ungawar Bai, Ajingi, Kano",0,,
2,Albasu,1,Albasu Central,02-01-001,BADAWA-WOMEN CENTRAL (ALBASU) I,"Albasu Central, Albasu, Kano",0,,
2,Albasu,1,Albasu Central,02-01-002,BADAWA-WOMEN CENTRAL (ALBASU) II,"Albasu Central, Albasu, Kano",0,,
2,Albasu,1,Albasu Central,02-01-003,JEMO,"Albasu Central, Albasu, Kano",0,,
2,Albasu,1,Albasu Central,02-01-004,JERIYA,"Albasu Central, Albasu, Kano",0,,
2,Albasu,1,Albasu Central,02-01-005,JIGAR,"Albasu Central, Albasu, Kano",0,,
2,Albasu,1,Albasu Central,02-01-006,KARGO,"Albasu Central, Albasu, Kano",0,,
2,Albasu,1,Albasu Central,02-01-007,TAREFA/BAGGAW0,"Albasu Central, Albasu, Kano",0,,
2,Albasu,1,Albasu Central,02-01-008,UNGWAR FAWA VENTINARY I,"Albasu Central, Albasu, Kano",0,,
2,Albasu,1,Albasu Central,02-01-009,UNGWAR FAWA VENTNARY II,"Albasu Central, Albasu, Kano",0,,
2,Albasu,1,Albasu Central,02-01-010,UNG. GABAS,"Albasu Central, Albasu, Kano",0,,
2,Albasu,1,Albasu Central,02-01-011,UNG. KUDU I,"Albasu Central, Albasu, Kano",0,,
2,Albasu,1,Albasu Central,02-01-012,UNG. KUDU II,"Albasu Central, Albasu, Kano",0,,
2,Albasu,1,Albasu Central,02-01-013,UNG. YAMMA I,"Albasu Central, Albasu, Kano",0,,
2,Albasu,1,Albasu Central,02-01-014,UNG. YAMMA II,"Albasu Central, Albasu, Kano",0,,
2,Albasu,2,Bataiya,02-02-001,BATAIYA GARI-BATAYA P.S I,"Bataiya, Albasu, Kano",0,,
2,Albasu,2,Bataiya,02-02-002,BATAIYA GARI-BATAYA P.S II,"Bataiya, Albasu, Kano",0,,
2,Albasu,2,Bataiya,02-02-003,BAURA,"Bataiya, Albasu, Kano",0,,
2,Albasu,2,Bataiya,02-02-004,DABARO-DABARO P.S,"Bataiya, Albasu, Kano",0,,
2,Albasu,2,Bataiya,02-02-005,GIDAN HARDO,"Bataiya, Albasu, Kano",0,,
2,Albasu,2,Bataiya,02-02-006,GIDAN ISAU,"Bataiya, Albasu, Kano",0,,
2,Albasu,2,Bataiya,02-02-007,KWANGWARMI,"Bataiya, Albasu, Kano",0,,
2,Albasu,2,Bataiya,02-02-008,LAFIYA,"Bataiya, Albasu, Kano",0,,
2,Albasu,2,Bataiya,02-02-009,MANGARI- GARI,"Bataiya, Albasu, Kano",0,,
2,Albasu,2,Bataiya,02-02-010,MANGARI TASHA,"Bataiya, Albasu, Kano",0,,
2,Albasu,2,Bataiya,02-02-011,SUKUMA BATAIYA ISLAMIYA,"Bataiya, Albasu, Kano",0,,
2,Albasu,2,Bataiya,02-02-012,UNGWAR- JA,"Bataiya, Albasu, Kano",0,,
2,Albasu,3,Chamarana,02-03-001,CHAMARANA GARI I,"Chamarana, Albasu, Kano",0,,
2,Albasu,3,Chamarana,02-03-002,CHAMARANA GARI II,"Chamarana, Albasu, Kano",0,,
2,Albasu,3,Chamarana,02-03-003,DUJA I,"Chamarana, Albasu, Kano",0,,
2,Albasu,3,Chamarana,02-03-004,DUJA II,"Chamarana, Albasu, Kano",0,,
2,Albasu,3,Chamarana,02-03-005,GANUAWA I,"Chamarana, Albasu, Kano",0,,
2,Albasu,3,Chamarana,02-03-006,GANUAWA II,"Chamarana, Albasu, Kano",0,,
2,Albasu,4,Daho,02-04-001,BISKIN,"Daho, Albasu, Kano",0,,
2,Albasu,4,Daho,02-04-002,BURA,"Daho, Albasu, Kano",0,,
2,Albasu,4,Daho,02-04-003,BURUNGUI,"Daho, Albasu, Kano",0,,
2,Albasu,4,Daho,02-04-004,DAHO GARI I,"Daho, Albasu, Kano",0,,
2,Albasu,4,Daho,02-04-005,DAHO GARI II,"Daho, Albasu, Kano",0,,
2,Albasu,4,Daho,02-04-006,DAHO GARI III,"Daho, Albasu, Kano",0,,
2,Albasu,4,Daho,02-04-007,FARANTAMA,"Daho, Albasu, Kano",0,,
2,Albasu,4,Daho,02-04-008,GATARIN DAHO,"Daho, Albasu, Kano",0,,
2,Albasu,4,Daho,02-04-009,GATARIN FARANTAMA,"Daho, Albasu, Kano",0,,
2,Albasu,4,Daho,02-04-010,JAHUNAWA/TAREFA,"Daho, Albasu, Kano",0,,
2,Albasu,4,Daho,02-04-011,JAHUNAWA JAUDARI,"Daho, Albasu, Kano",0,,
2,Albasu,4,Daho,02-04-012,JIBIRI,"Daho, Albasu, Kano",0,,
2,Albasu,4,Daho,02-04-013,UNG JEJI,"Daho, Albasu, Kano",0,,
2,Albasu,4,Daho,02-04-014,ZUWAN HAWA,"Daho, Albasu, Kano",0,,
2,Albasu,5,Fanda,02-05-001,"FANDA, SABONGARI I","Fanda, Albasu, Kano",0,,
2,Albasu,5,Fanda,02-05-002,"FANDA, SABONGARI II","Fanda, Albasu, Kano",0,,
2,Albasu,5,Fanda,02-05-003,"FANDA, TSOHUWA","Fanda, Albasu, Kano",0,,
2,Albasu,5,Fanda,02-05-004,HAMDULLAHI I,"Fanda, Albasu, Kano",0,,
2,Albasu,5,Fanda,02-05-005,HAMDULLAHI II,"Fanda, Albasu, Kano",0,,
2,Albasu,5,Fanda,02-05-006,HAMDULLAHI III,"Fanda, Albasu, Kano",0,,
2,Albasu,5,Fanda,02-05-007,HAMDULLAHI IV,"Fanda, Albasu, Kano",0,,
2,Albasu,5,Fanda,02-05-008,RUBUN,"Fanda, Albasu, Kano",0,,
2,Albasu,5,Fanda,02-05-009,SHASHUWAI I,"Fanda, Albasu, Kano",0,,
2,Albasu,5,Fanda,02-05-010,SHASHUWAI II,"Fanda, Albasu, Kano",0,,
2,Albasu,5,Fanda,02-05-011,UMBARA,"Fanda, Albasu, Kano",0,,
2,Albasu,5,Fanda,02-05-012,WURO MANGO,"Fanda, Albasu, Kano",0,,
2,Albasu,6,Faragai,02-06-001,CHILORI,"Faragai, Albasu, Kano",0,,
2,Albasu,6,Faragai,02-06-002,DOGON MARKE,"Faragai, Albasu, Kano",0,,
2,Albasu,6,Faragai,02-06-003,"FARAGA, JSS (FARAGAI) I","Faragai, Albasu, Kano",0,,
2,Albasu,6,Faragai,02-06-004,"FARAGA, JSS (FARAGAI) II","Faragai, Albasu, Kano",0,,
2,Albasu,6,Faragai,02-06-005,FARAGA P.S. (FARAGAI) I,"Faragai, Albasu, Kano",0,,
2,Albasu,6,Faragai,02-06-006,FARAGA P.S. (FARAGAI) II,"Faragai, Albasu, Kano",0,,
2,Albasu,6,Faragai,02-06-007,FARAGA P.S. (FARAGAI) III,"Faragai, Albasu, Kano",0,,
